Product,Quantity,Region,Production Method,Water Footprint (L),Category,Water Scarcity Index,Scarcity Level,Alternative Method,Potential Water Savings (%)
Plastic,50,Asia,Industrial,9570.48,Other,0.7,High,Efficient Method,20
Rice,10,Africa,Conventional,27402.14,Food,0.8,Very High,Efficient Method,20
Corn,50,Asia,Recycled,66222.85,Other,0.7,High,Efficient Method,20
Leather Bag,1,Asia,Handmade,17708.22,Other,0.7,High,Efficient Method,20
Almonds,1,Asia,Organic,10133.2,Other,0.7,High,Efficient Method,20
Leather Bag,5,Australia,Industrial,88997.78,Other,0.5,Medium,Efficient Method,20
Sofa,20,Africa,Conventional,189920.45,Other,0.8,Very High,Efficient Method,20
Wood,1,South America,Handmade,286.1,Raw Material,0.6,Medium-High,Recycled Wood,30
Corn,1,North America,Conventional,1310.28,Other,0.3,Low,Efficient Method,20
Paper,10,Africa,Recycled,99.81,Stationery,0.8,Very High,Efficient Method,20
Wood,200,Europe,Organic,63106.86,Raw Material,0.4,Medium,Efficient Method,20
Rice,10,Asia,Recycled,22644.67,Food,0.7,High,Efficient Method,20
Rice,1,Europe,Organic,2428.07,Food,0.4,Medium,Aerobic Rice Farming,35
Car,5,Australia,Recycled,789073.57,Vehicle,0.5,Medium,Efficient Method,20
Wood,10,Australia,Recycled,3231.73,Raw Material,0.5,Medium,Efficient Method,20
Leather Bag,1,Asia,Handmade,17251.04,Other,0.7,High,Efficient Method,20
Rice,1,Asia,Handmade,2308.59,Food,0.7,High,Efficient Method,20
Bicycle,10,South America,Recycled,153277.51,Other,0.6,Medium-High,Efficient Method,20
Sofa,200,Europe,Industrial,1674095.88,Other,0.4,Medium,Efficient Method,20
Paper,20,Africa,Organic,196.37,Stationery,0.8,Very High,Efficient Method,20
Steel,50,South America,Handmade,2680.32,Raw Material,0.6,Medium-High,Efficient Method,20
Table,50,South America,Recycled,246416.79,Furniture,0.6,Medium-High,Efficient Method,20
Laptop,50,Australia,Conventional,516158.52,Electronics,0.5,Medium,Efficient Method,20
Almonds,5,Europe,Industrial,59098.36,Other,0.4,Medium,Efficient Method,20
Wood,10,Europe,Recycled,3231.38,Raw Material,0.4,Medium,Efficient Method,20
Paper,1,Asia,Industrial,10.81,Stationery,0.7,High,Recycled Paper,45
Cotton Shirt,1,Australia,Handmade,2710.3,Other,0.5,Medium,Efficient Method,20
Steel,1,Asia,Recycled,46.38,Raw Material,0.7,High,Efficient Method,20
Paper,20,Europe,Handmade,183.76,Stationery,0.4,Medium,Efficient Method,20
Almonds,100,South America,Conventional,1147788.65,Other,0.6,Medium-High,Efficient Method,20
Paper,10,Africa,Conventional,109.78,Stationery,0.8,Very High,Efficient Method,20
Laptop,1,Australia,Organic,10881.16,Electronics,0.5,Medium,Efficient Method,20
Car,5,North America,Organic,814498.26,Vehicle,0.3,Low,Efficient Method,20
Wheat,1,Asia,Industrial,1875.39,Other,0.7,High,Efficient Method,20
Wheat,20,South America,Conventional,36717.53,Other,0.6,Medium-High,Efficient Method,20
Corn,10,Asia,Organic,11036.79,Other,0.7,High,Efficient Method,20
Corn,10,Europe,Industrial,11590.65,Other,0.4,Medium,Efficient Method,20
Chair,20,Australia,Handmade,46013.63,Other,0.5,Medium,Efficient Method,20
Car,1,Europe,Handmade,136466.44,Vehicle,0.4,Medium,Efficient Method,20
Mobile Phone,20,North America,Handmade,22760.69,Other,0.3,Low,Efficient Method,20
Steel,200,Asia,Recycled,9291.23,Raw Material,0.7,High,Efficient Method,20
Wheat,10,Australia,Conventional,19933.63,Other,0.5,Medium,Efficient Method,20
Mobile Phone,50,Australia,Recycled,63489.79,Other,0.5,Medium,Efficient Method,20
Wheat,50,Europe,Recycled,85522.7,Other,0.4,Medium,Efficient Method,20
Car,10,Asia,Handmade,1493958.45,Vehicle,0.7,High,Efficient Method,20
Wheat,200,Europe,Handmade,330860.98,Other,0.4,Medium,Efficient Method,20
Glass Bottle,200,Australia,Recycled,71401.83,Other,0.5,Medium,Efficient Method,20
Sofa,5,Africa,Handmade,47105.48,Other,0.8,Very High,Efficient Method,20
Paper,5,Asia,Recycled,51.77,Stationery,0.7,High,Efficient Method,20
Leather Bag,1,Africa,Recycled,18399.44,Other,0.8,Very High,Efficient Method,20
Paper,100,Asia,Organic,1088.9,Stationery,0.7,High,Efficient Method,20
Sofa,200,North America,Handmade,1940554.01,Other,0.3,Low,Efficient Method,20
Cotton Shirt,50,Australia,Organic,126521.78,Other,0.5,Medium,Efficient Method,20
Laptop,50,Europe,Industrial,461763.28,Electronics,0.4,Medium,Refurbished Components,35
Table,20,Europe,Conventional,92161.88,Furniture,0.4,Medium,Efficient Method,20
Steel,200,Australia,Conventional,9600.29,Raw Material,0.5,Medium,Efficient Method,20
Chair,50,Asia,Industrial,126963.7,Other,0.7,High,Efficient Method,20
Almonds,20,Australia,Recycled,211079.37,Other,0.5,Medium,Efficient Method,20
Car,20,South America,Conventional,3152584.48,Vehicle,0.6,Medium-High,Efficient Method,20
Table,50,Australia,Recycled,269730.43,Furniture,0.5,Medium,Efficient Method,20
Bed,200,Australia,Handmade,1596278.06,Furniture,0.5,Medium,Efficient Method,20
Bicycle,50,Europe,Industrial,685065.99,Other,0.4,Medium,Efficient Method,20
Bicycle,200,Europe,Handmade,3248434.18,Other,0.4,Medium,Efficient Method,20
Mobile Phone,100,Australia,Conventional,129284.67,Other,0.5,Medium,Efficient Method,20
Car,50,Europe,Handmade,7554258.92,Vehicle,0.4,Medium,Efficient Method,20
Laptop,20,Australia,Recycled,207211.27,Electronics,0.5,Medium,Efficient Method,20
Cotton Shirt,1,Australia,Conventional,2456.05,Other,0.5,Medium,Efficient Method,20
Car,200,South America,Conventional,32747692.42,Vehicle,0.6,Medium-High,Efficient Method,20
Wood,20,South America,Organic,5912.91,Raw Material,0.6,Medium-High,Efficient Method,20
Almonds,100,Europe,Recycled,1128892.68,Other,0.4,Medium,Efficient Method,20
Steel,100,Asia,Organic,4761.42,Raw Material,0.7,High,Efficient Method,20
Leather Bag,5,South America,Industrial,85784.86,Other,0.6,Medium-High,Efficient Method,20
Steel,100,Asia,Industrial,4528.45,Raw Material,0.7,High,Recycled Steel,40
Car,10,Africa,Organic,1411792.93,Vehicle,0.8,Very High,Efficient Method,20
Tomatoes,100,Asia,Recycled,21698.94,Other,0.7,High,Efficient Method,20
Paper,20,Europe,Handmade,218.97,Stationery,0.4,Medium,Efficient Method,20
Mobile Phone,200,Africa,Handmade,245745.87,Other,0.8,Very High,Efficient Method,20
Sofa,1,Asia,Industrial,8156.35,Other,0.7,High,Efficient Method,20
Corn,10,Europe,Handmade,11225.29,Other,0.4,Medium,Efficient Method,20
Bed,1,Africa,Organic,7612.24,Furniture,0.8,Very High,Efficient Method,20
Glass Bottle,10,Europe,Organic,3496.16,Other,0.4,Medium,Efficient Method,20
Paper,100,Australia,Conventional,1090.52,Stationery,0.5,Medium,Efficient Method,20
Paper,5,Australia,Recycled,47.92,Stationery,0.5,Medium,Efficient Method,20
Sofa,1,North America,Handmade,8845.55,Other,0.3,Low,Efficient Method,20
Steel,20,Asia,Handmade,1002.53,Raw Material,0.7,High,Efficient Method,20
Plastic,50,Africa,Handmade,9214.03,Other,0.8,Very High,Efficient Method,20
Steel,100,Australia,Conventional,4945.94,Raw Material,0.5,Medium,Efficient Method,20
Steel,20,North America,Organic,1094.48,Raw Material,0.3,Low,Efficient Method,20
Bicycle,50,South America,Industrial,764907.07,Other,0.6,Medium-High,Efficient Method,20
Mobile Phone,5,Australia,Organic,5603.16,Other,0.5,Medium,Efficient Method,20
Table,10,Europe,Organic,54031.77,Furniture,0.4,Medium,Efficient Method,20
Plastic,20,Europe,Industrial,3891.29,Other,0.4,Medium,Efficient Method,20
Wheat,100,Australia,Conventional,171187.29,Other,0.5,Medium,Efficient Method,20
Glass Bottle,200,North America,Recycled,69930.08,Other,0.3,Low,Efficient Method,20
Leather Bag,200,Australia,Conventional,3599073.07,Other,0.5,Medium,Efficient Method,20
Chair,20,Australia,Organic,51007.86,Other,0.5,Medium,Efficient Method,20
Rice,5,Europe,Handmade,12795.74,Food,0.4,Medium,Efficient Method,20
Car,50,Australia,Conventional,6862744.89,Vehicle,0.5,Medium,Efficient Method,20
Bed,200,Asia,Recycled,1564244.51,Furniture,0.7,High,Efficient Method,20
Plastic,200,North America,Organic,38450.99,Other,0.3,Low,Efficient Method,20
Mobile Phone,20,Australia,Handmade,24106.67,Other,0.5,Medium,Efficient Method,20
Bed,200,North America,Organic,1658166.98,Furniture,0.3,Low,Efficient Method,20
Wheat,1,North America,Handmade,1995.64,Other,0.3,Low,Efficient Method,20
Wheat,10,South America,Organic,19140.28,Other,0.6,Medium-High,Efficient Method,20
Paper,200,South America,Handmade,1957.84,Stationery,0.6,Medium-High,Efficient Method,20
Sofa,5,Asia,Recycled,42312.15,Other,0.7,High,Efficient Method,20
Almonds,200,North America,Recycled,2111752.71,Other,0.3,Low,Efficient Method,20
Plastic,100,Asia,Handmade,18635.64,Other,0.7,High,Efficient Method,20
Tomatoes,10,Asia,Industrial,2209.7,Other,0.7,High,Efficient Method,20
Mobile Phone,10,Europe,Organic,11764.01,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,50,South America,Industrial,128781.93,Other,0.6,Medium-High,Efficient Method,20
Bed,10,Africa,Industrial,79548.0,Furniture,0.8,Very High,Organic,25
Cotton Shirt,5,Asia,Conventional,14436.69,Other,0.7,High,Efficient Method,20
Wheat,1,Europe,Handmade,1889.26,Other,0.4,Medium,Efficient Method,20
Wood,50,Africa,Handmade,15445.06,Raw Material,0.8,Very High,Recycled Wood,30
Bed,50,Europe,Conventional,420578.3,Furniture,0.4,Medium,Efficient Method,20
Bicycle,200,Europe,Industrial,3134209.0,Other,0.4,Medium,Efficient Method,20
Corn,1,Africa,Industrial,1202.29,Other,0.8,Very High,Efficient Method,20
Wood,1,Africa,Conventional,301.49,Raw Material,0.8,Very High,Efficient Method,20
Paper,100,Asia,Handmade,1055.84,Stationery,0.7,High,Efficient Method,20
Wheat,50,Asia,Recycled,87117.9,Other,0.7,High,Efficient Method,20
Cotton Shirt,50,South America,Organic,137087.36,Other,0.6,Medium-High,Efficient Method,20
Tomatoes,5,Australia,Conventional,1087.25,Other,0.5,Medium,Efficient Method,20
Cotton Shirt,20,Africa,Handmade,53998.18,Other,0.8,Very High,Efficient Method,20
Bicycle,5,Africa,Organic,73214.1,Other,0.8,Very High,Efficient Method,20
Almonds,20,Australia,Handmade,207529.76,Other,0.5,Medium,Efficient Method,20
Steel,20,Africa,Recycled,1023.21,Raw Material,0.8,Very High,Efficient Method,20
Leather Bag,10,Asia,Organic,174388.94,Other,0.7,High,Efficient Method,20
Table,1,Africa,Industrial,4877.57,Furniture,0.8,Very High,Efficient Method,20
Cotton Shirt,20,Africa,Handmade,56243.16,Other,0.8,Very High,Efficient Method,20
Paper,100,North America,Conventional,1084.43,Stationery,0.3,Low,Efficient Method,20
Wood,100,Europe,Industrial,28474.67,Raw Material,0.4,Medium,Efficient Method,20
Glass Bottle,50,North America,Recycled,19660.86,Other,0.3,Low,Efficient Method,20
Sofa,5,Europe,Recycled,44338.63,Other,0.4,Medium,Efficient Method,20
Leather Bag,10,North America,Recycled,168043.64,Other,0.3,Low,Efficient Method,20
Paper,5,South America,Handmade,47.43,Stationery,0.6,Medium-High,Efficient Method,20
Rice,50,Asia,Handmade,115417.92,Food,0.7,High,Efficient Method,20
Table,200,Africa,Industrial,962084.35,Furniture,0.8,Very High,Efficient Method,20
Car,1,North America,Industrial,146087.6,Vehicle,0.3,Low,Recycled Materials,25
Table,10,Africa,Organic,49178.92,Furniture,0.8,Very High,Efficient Method,20
Almonds,20,Europe,Industrial,225586.07,Other,0.4,Medium,Efficient Method,20
Steel,1,Australia,Industrial,50.2,Raw Material,0.5,Medium,Recycled Steel,40
Leather Bag,200,Africa,Handmade,3082667.72,Other,0.8,Very High,Efficient Method,20
Bicycle,100,Asia,Conventional,1461667.51,Other,0.7,High,Efficient Method,20
Car,5,Asia,Recycled,757882.91,Vehicle,0.7,High,Efficient Method,20
Rice,200,Australia,Recycled,510676.56,Food,0.5,Medium,Efficient Method,20
Bicycle,100,Africa,Conventional,1404376.48,Other,0.8,Very High,Efficient Method,20
Car,10,South America,Organic,1637280.26,Vehicle,0.6,Medium-High,Efficient Method,20
Tomatoes,20,South America,Industrial,4599.1,Other,0.6,Medium-High,Efficient Method,20
Steel,20,Australia,Recycled,1017.11,Raw Material,0.5,Medium,Efficient Method,20
Laptop,100,South America,Organic,1036706.55,Electronics,0.6,Medium-High,Efficient Method,20
Glass Bottle,5,South America,Organic,1933.27,Other,0.6,Medium-High,Efficient Method,20
Leather Bag,100,Europe,Conventional,1860141.09,Other,0.4,Medium,Efficient Method,20
Paper,100,Africa,Handmade,995.89,Stationery,0.8,Very High,Efficient Method,20
Steel,5,North America,Industrial,250.12,Raw Material,0.3,Low,Recycled Steel,40
Tomatoes,1,Africa,Handmade,205.1,Other,0.8,Very High,Efficient Method,20
Chair,50,Australia,Conventional,136743.77,Other,0.5,Medium,Efficient Method,20
Sofa,200,Australia,Recycled,1796791.51,Other,0.5,Medium,Efficient Method,20
Steel,1,Europe,Conventional,46.69,Raw Material,0.4,Medium,Efficient Method,20
Plastic,1,Africa,Industrial,167.25,Other,0.8,Very High,Efficient Method,20
Corn,1,North America,Recycled,1123.17,Other,0.3,Low,Efficient Method,20
Car,50,Africa,Industrial,7649264.98,Vehicle,0.8,Very High,Recycled Materials,25
Almonds,5,South America,Industrial,55267.2,Other,0.6,Medium-High,Efficient Method,20
Tomatoes,20,South America,Organic,4312.68,Other,0.6,Medium-High,Efficient Method,20
Laptop,1,Africa,Recycled,9556.62,Electronics,0.8,Very High,Efficient Method,20
Almonds,200,Europe,Organic,2175217.35,Other,0.4,Medium,Efficient Method,20
Sofa,20,Europe,Industrial,193707.62,Other,0.4,Medium,Efficient Method,20
Wood,5,Asia,Industrial,1432.08,Raw Material,0.7,High,Efficient Method,20
Car,1,North America,Handmade,164525.37,Vehicle,0.3,Low,Efficient Method,20
Almonds,20,Asia,Organic,212947.22,Other,0.7,High,Efficient Method,20
Table,200,Australia,Organic,1045902.61,Furniture,0.5,Medium,Efficient Method,20
Tomatoes,200,South America,Recycled,44775.51,Other,0.6,Medium-High,Efficient Method,20
Laptop,200,North America,Recycled,1947154.24,Electronics,0.3,Low,Efficient Method,20
Glass Bottle,5,Africa,Industrial,1859.44,Other,0.8,Very High,Efficient Method,20
Tomatoes,50,Australia,Handmade,9709.64,Other,0.5,Medium,Efficient Method,20
Rice,100,North America,Industrial,267684.19,Food,0.3,Low,Efficient Method,20
Paper,50,South America,Handmade,529.92,Stationery,0.6,Medium-High,Efficient Method,20
Glass Bottle,20,Europe,Conventional,7731.35,Other,0.4,Medium,Efficient Method,20
Mobile Phone,5,Africa,Recycled,5699.81,Other,0.8,Very High,Efficient Method,20
Bicycle,20,Asia,Organic,271845.82,Other,0.7,High,Efficient Method,20
Mobile Phone,100,North America,Handmade,112451.78,Other,0.3,Low,Efficient Method,20
Glass Bottle,50,North America,Recycled,19673.37,Other,0.3,Low,Efficient Method,20
Tomatoes,5,Asia,Industrial,1136.45,Other,0.7,High,Efficient Method,20
Tomatoes,1,Australia,Handmade,198.09,Other,0.5,Medium,Efficient Method,20
Table,1,North America,Recycled,5196.47,Furniture,0.3,Low,Efficient Method,20
Glass Bottle,20,North America,Recycled,8164.32,Other,0.3,Low,Efficient Method,20
Chair,50,Asia,Conventional,127335.38,Other,0.7,High,Efficient Method,20
Wheat,1,Africa,Handmade,1815.75,Other,0.8,Very High,Efficient Method,20
Paper,200,North America,Recycled,2154.89,Stationery,0.3,Low,Efficient Method,20
Tomatoes,1,Australia,Organic,219.7,Other,0.5,Medium,Efficient Method,20
Car,50,North America,Industrial,7246127.32,Vehicle,0.3,Low,Recycled Materials,25
Wheat,1,Australia,Organic,1828.81,Other,0.5,Medium,Efficient Method,20
Plastic,200,North America,Organic,37948.41,Other,0.3,Low,Efficient Method,20
Cotton Shirt,100,North America,Conventional,266297.11,Other,0.3,Low,Efficient Method,20
Bicycle,5,Europe,Conventional,68379.64,Other,0.4,Medium,Efficient Method,20
Glass Bottle,20,Africa,Organic,7263.18,Other,0.8,Very High,Efficient Method,20
Paper,1,North America,Industrial,10.52,Stationery,0.3,Low,Recycled Paper,45
Laptop,5,South America,Recycled,54077.49,Electronics,0.6,Medium-High,Efficient Method,20
Corn,200,Europe,Conventional,267003.29,Other,0.4,Medium,Efficient Method,20
Table,20,South America,Conventional,98153.83,Furniture,0.6,Medium-High,Efficient Method,20
Corn,5,Africa,Recycled,5978.56,Other,0.8,Very High,Efficient Method,20
Wood,200,Africa,Industrial,55233.79,Raw Material,0.8,Very High,Efficient Method,20
Table,200,Asia,Conventional,1095148.68,Furniture,0.7,High,Efficient Method,20
Tomatoes,5,North America,Recycled,1148.46,Other,0.3,Low,Efficient Method,20
Car,20,Asia,Industrial,2967872.65,Vehicle,0.7,High,Recycled Materials,25
Wheat,50,Asia,Recycled,84239.07,Other,0.7,High,Efficient Method,20
Chair,20,Africa,Recycled,53059.6,Other,0.8,Very High,Efficient Method,20
Leather Bag,5,North America,Conventional,83116.91,Other,0.3,Low,Efficient Method,20
Sofa,10,Australia,Industrial,96640.98,Other,0.5,Medium,Efficient Method,20
Cotton Shirt,10,Australia,Organic,28320.45,Other,0.5,Medium,Efficient Method,20
Bicycle,50,North America,Organic,679820.49,Other,0.3,Low,Efficient Method,20
Wood,20,Australia,Industrial,6012.38,Raw Material,0.5,Medium,Efficient Method,20
Paper,1,Africa,Conventional,9.46,Stationery,0.8,Very High,Efficient Method,20
Car,100,Asia,Industrial,14211549.4,Vehicle,0.7,High,Recycled Materials,25
Mobile Phone,200,South America,Handmade,219715.46,Other,0.6,Medium-High,Efficient Method,20
Plastic,1,South America,Industrial,195.13,Other,0.6,Medium-High,Efficient Method,20
Glass Bottle,5,Asia,Organic,1882.21,Other,0.7,High,Efficient Method,20
Paper,50,Australia,Industrial,519.1,Stationery,0.5,Medium,Recycled Paper,45
Wheat,10,Australia,Recycled,16723.01,Other,0.5,Medium,Efficient Method,20
Plastic,10,North America,Industrial,1829.08,Other,0.3,Low,Efficient Method,20
Tomatoes,200,Australia,Industrial,39164.15,Other,0.5,Medium,Efficient Method,20
Wood,100,Europe,Recycled,32372.15,Raw Material,0.4,Medium,Efficient Method,20
Almonds,100,Europe,Organic,1084357.98,Other,0.4,Medium,Efficient Method,20
Sofa,200,Asia,Recycled,1760888.93,Other,0.7,High,Efficient Method,20
Laptop,5,North America,Recycled,54035.41,Electronics,0.3,Low,Efficient Method,20
Bed,200,South America,Handmade,1754904.72,Furniture,0.6,Medium-High,Efficient Method,20
Bicycle,200,Asia,Industrial,3033851.06,Other,0.7,High,Efficient Method,20
Chair,20,Asia,Industrial,48455.73,Other,0.7,High,Efficient Method,20
Table,10,North America,Conventional,50178.21,Furniture,0.3,Low,Efficient Method,20
Corn,1,Europe,Handmade,1292.09,Other,0.4,Medium,Efficient Method,20
Paper,100,Asia,Recycled,947.88,Stationery,0.7,High,Efficient Method,20
Tomatoes,5,Europe,Conventional,1112.65,Other,0.4,Medium,Efficient Method,20
Rice,1,Africa,Handmade,2706.18,Food,0.8,Very High,Efficient Method,20
Wheat,5,Europe,Industrial,9040.01,Other,0.4,Medium,Efficient Method,20
Laptop,200,South America,Handmade,2000596.03,Electronics,0.6,Medium-High,Efficient Method,20
Mobile Phone,1,North America,Industrial,1189.08,Other,0.3,Low,Efficient Method,20
Wheat,10,Africa,Industrial,18054.79,Other,0.8,Very High,Efficient Method,20
Corn,200,Europe,Conventional,259178.03,Other,0.4,Medium,Efficient Method,20
Sofa,100,North America,Recycled,880754.55,Other,0.3,Low,Efficient Method,20
Tomatoes,10,Europe,Industrial,2242.08,Other,0.4,Medium,Efficient Method,20
Mobile Phone,5,Australia,Handmade,6407.92,Other,0.5,Medium,Efficient Method,20
Chair,1,Europe,Handmade,2458.8,Other,0.4,Medium,Efficient Method,20
Rice,20,Africa,Handmade,45186.34,Food,0.8,Very High,Efficient Method,20
Plastic,10,North America,Conventional,1686.34,Other,0.3,Low,Efficient Method,20
